Code postal,departement,dep_nom,Nom de la structure,Adresse postale,Numero de téléphone,Site Web,Nom Prenom du référent,Mail contact,Activites proposees,Activites-codes,Initions et/ou formations proposées,Formations-codes,Conditions d'acces,acces-codes,Public,publics-codes,APTIC,Date de mise a jour,URL illustration / Logo
72110,72,Sarthe,EPN Maine Saosnois - Antenne Bonnétable,"Antenne de Bonnétable

  8 rue Mazagran 72110 Bonnétable",02 43 52 01 33 ,www.mainesaosnois.fr/culture/espace-numerique,Julien RICHARD,cyber.bonnetable@mainesaonois.fr,"Prise en main du matériel
Prise en main des logiciels de base
Prise en main des logiciels de base
Premiers pas sur internet
Démarches administratives en ligne
Approfondissement logiciels
Approfondissement internet
Culture numérique
","PrMa
PrLo
PrIn
DeAd
ApLo
ApIn
CuNu","Formations collectives
Formations individuelles
Initiations
Accompagnements collectifs
Accompagnements individuels
Autonomie","FoCo
FoIn
In
AcCo
AcIn
Au","Accès gratuit

Atelier collectif 1€","G
CondP",Tous publics,Tp,Non,17/03/2020,
72120,72,Sarthe,Espace Emploi Formation St Calais,17 Rue Fernand Poignant 72120 Saint-Calais,02 43 63 00 78,http://www.cyber-base.org/,,,"
Démarches administratives en ligne
Conseils","DeAd
Co","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",,,,,,,
72130,72,Sarthe,Déclic Pays Fresnois,2 Rue de l'Abbé Lelievre 72130 Fresnay-sur-Sarthe,2.43.34.34.59,http://alpesmancelles.e-monsite.com/pages/social/declic-pays-fresnois.html,,,,,,,,,,,,,
72130,72,Sarthe,Cyber-base des Alpes Mancelles,Place Bassum 72130 Fresnay-sur-Sarthe,02 43 34 45 13,http://www.cyber-base.org/,,cyberbase@ccalpesmancelles.fr,"Prise en main du matériel
Prise en main des logiciels de base
Prise en main des logiciels de base
Premiers pas sur internet
Démarches administratives en ligne
Approfondissement logiciels
Approfondissement internet
Culture numérique
","PrMa
PrLo
PrIn
DeAd
ApLo
ApIn
CuNu","Formations collectives
Formations individuelles
Initiations
Accompagnements collectifs
Accompagnements individuels","FoCo
FoIn
In
AcCo
AcIn",,,Jeunes-Adultes-Personnes âgées-Famille/enfant,Tp,,,
72130,72,Sarthe,Haute Sarthe Alpes Mancelles,2 Rue de l'Abbé Lelievre 72130 Fresnay-sur-Sarthe,02 43 33 33 99,,,,"
Démarches administratives en ligne
Conseils","DeAd
Co","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",,,,,,,
72140,72,Sarthe,Cybercentre /Réseau Cyber-Base du Maine Normand,30 Rue du Docteur Touchard 72140 Sillé-le-Guillaume,02 43 20 36 07,https://www.sille-le-guillaume.fr/contacts/cybercentre/,,c,"Prise en main du matériel
Prise en main des logiciels de base
Prise en main des logiciels de base
Premiers pas sur internet
Démarches administratives en ligne
Approfondissement logiciels
Approfondissement internet
Culture numérique
","PrMa
PrLo
PrIn
DeAd
ApLo
ApIn
CuNu","Formations collectives
Formations individuelles
Initiations
Accompagnements collectifs
Accompagnements individuels
Autonomie","FoCo
FoIn
In
AcCo
AcIn
Au",,,,,,,
72150,72,Sarthe,Centre social Belleville,2 Rue de Belleville 72150 Le Grand-Lucé,02 43 40 92 76,http://www.centresocial-legrandluce.fr/,Monsieur Yohan Ragaigne,centresocial.legrandluce@wanadoo.fr,"
Démarches administratives en ligne
Conseils","DeAd
Co","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",,,,,,,
72160,72,Sarthe,Cyber-base Tuffé,4 Passage de la Gare (proche bibliothèque) 72160 Tuffé Val de la Chéronne,02.43.71.86.20,http://www.tuffe.fr/cyberbase,,cybertuffe@lalaverie.org,"Prise en main du matériel
Prise en main des logiciels de base
Prise en main des logiciels de base
Premiers pas sur internet
Démarches administratives en ligne
Approfondissement logiciels
Approfondissement internet
Culture numérique
","PrMa
PrLo
PrIn
DeAd
ApLo
ApIn
CuNu","Formations collectives
Formations individuelles
Initiations
Accompagnements collectifs
Accompagnements individuels
Autonomie","FoCo
FoIn
In
AcCo
AcIn
Au",,,Jeunes-Adultes-Personnes âgées-Famille/enfant,Tp,,,
72160,72,Sarthe,Espace Public Numérique,1 Rue de l'Abreuvoir 72160 Connerré,02 43 82 45 22,https://www.cc-gesnoisbilurien.fr/culture-loisirs/espaces-publics-numeriques,,cyberbase@cc-brieresgesnois.fr,"Prise en main du matériel
Prise en main des logiciels de base
Prise en main des logiciels de base
Premiers pas sur internet
Démarches administratives en ligne
Approfondissement logiciels
Approfondissement internet
Culture numérique
","PrMa
PrLo
PrIn
DeAd
ApLo
ApIn
CuNu","Formations collectives
Formations individuelles
Initiations
Accompagnements collectifs
Accompagnements individuels
Autonomie","FoCo
FoIn
In
AcCo
AcIn
Au",,,,,,,
72170,72,Sarthe,Espace Emploi Formation Beaumont MDE ML,13 Place de la Libération 72170 Beaumont-sur-Sarthe,02 22 51 17 92,http://annuaire.mediation-numerique.fr/epn_2718.html,CARLIER Claudine,ccarlier@cyber-base.org,"Prise en main du matériel
Prise en main des logiciels de base
Prise en main des logiciels de base
Premiers pas sur internet
Démarches administratives en ligne
Approfondissement logiciels
Approfondissement internet
Culture numérique
","PrMa
PrLo
PrIn
DeAd
ApLo
ApIn
CuNu","Formations collectives
Formations individuelles
Initiations
Accompagnements collectifs
Accompagnements individuels
Autonomie","FoCo
FoIn
In
AcCo
AcIn
Au",,,Jeunes-Adultes-Personnes âgées-Famille/enfant,Tp,,,
72190,72,Sarthe,Mission Locale Nord - COULAINES,4 Place de l'Europe 72190 Coulaines,02 43 84 16 60,https://www.coulaines.fr/contacts/mission-locale/,,,"
Démarches administratives en ligne
Conseils","DeAd
Co","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",,,,,,,
72200,72,Sarthe,Point Information Jeunesse,48 Boulevard Gambetta 72200 La Flèche,02 43 45 68 55,https://www.infos-jeunes.fr/carte-du-reseau-information-jeunesse/point-information-jeunesse-la-fleche,,pij@cc-paysflechois.fr,"
Démarches administratives en ligne
Conseils","DeAd
Co","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",,,,,,,
72200,72,Sarthe,Sablé-sur-Sarthe MDE Sarthe Sud,3 Rue Nicolas Appert 72200 La Flèche,02 43 92 67 10,,,mde.sarthesud@orange.fr,"
Démarches administratives en ligne
Conseils","DeAd
Co","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",,,,,,,
72210,72,Sarthe,Espace emploi Roëzé,27 rue du 11 novembre – BP 26 72210 LA SUZE SUR SARTHE,02 43 83 51 12,https://www.val-de-sarthe.fr/economie-decouverte/service-emploi/,,emploi.social@cc-valdesarthe.fr,"
Démarches administratives en ligne
Conseils","DeAd
Co","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",Habitants de la CC,CondP,Demandeurs d’emploi; salariés en activité; congé parental; intérim; employeurs,Tp,,,
72210,72,Sarthe,Communauté de communes du Val de Sarthe, 72210 Val de Sarthe,02 43 83 51 12 ,https://www.val-de-sarthe.fr/,Marie Françoise DAVEAU,emploi.social@cc-valdesarthe.fr,"
Démarches administratives en ligne
Conseils","DeAd
Co","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au","Accès libre le matin du lundi au vendredi de 9 h 00 à 12 h 30 avec présence de deux techniciens pour l'accompagnement 

En dehors de ces horaires d'ouverture  RV nécessaire

Public : de 16 à 65 ans plutôt en recherche d'emploi  formation  accès aux droits... ",CondP,Adultes / Familles,Af,Non,17/03/2020,
72220,72,Sarthe,Espace Rural Emploi Formation,1 Rue Sainte-Anne 72220 Ecommoy,02 43 42 68 76,https://www.cc-berce-belinois.fr/de-26-ans-2,Mme Jean CREMEY (tout public),jean.cremey@belinois.fr,"
Démarches administratives en ligne
Conseils","DeAd
Co","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",Si la personne réside ou travaille sur le territoire de l’Orée de Bercé-Belinois,CondP,Tout public jeunes de -14 ans (PIJ); demandeurs d’emploi ou entreprises,Tp,,,
72230,72,Sarthe,DEPAR (Demandeurs d'Emploi et Précaire d'Armage et ses environs),28 Avenue de la Paix 72230 Arnage,,https://www.facebook.com/associationdepar/,,c,"
Démarches administratives en ligne
Conseils","DeAd
Co","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",Payant à coût solidaire,CondP,Adultes,A,,05/02/2020,
72240,72,Sarthe,CyberCentre de Conlie,4 Rue de Gaucher 72240 Conlie,02 43 52 06 11,cybercentres.4cps.org,,cybercentre@4c-conlie.fr,"Prise en main du matériel
Prise en main des logiciels de base
Prise en main des logiciels de base
Premiers pas sur internet
Démarches administratives en ligne
Approfondissement logiciels
Approfondissement internet
Culture numérique
","PrMa
PrLo
PrIn
DeAd
ApLo
ApIn
CuNu","Formations collectives
Formations individuelles
Initiations
Accompagnements collectifs
Accompagnements individuels
Autonomie","FoCo
FoIn
In
AcCo
AcIn
Au",,,Jeunes-Adultes-Personnes âgées-Famille/enfant,Tp,,,
72240,72,Sarthe,Centre social Conlie,Allée Marie Louise Souty 72240 Conlie,02 43 52 11 50,https://www.facebook.com/CSMLSouty/,,,"
Démarches administratives en ligne
Conseils","DeAd
Co","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",,,,,,,
72250,72,Sarthe,SMiDeN & Cybercentre,Rue Des Ecoles; 72250 Parigné-l'Évêque,02 43 40 15 15,http://www.smiden.fr/site/?fbclid=IwAR1iEQzRVc3luyNOVWRKWleggSFgzCkOSHY6Ej1Uokl2BJCpahbnqyAiIUw,,mailto:contact@smiden.fr,"
Démarches administratives en ligne
Conseils","DeAd
Co","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",Tout public,,,,,,
72250,72,Sarthe,Syndicat Mixte du Sud-Est Manceau,Rue des écoles 72250 Parigné-l'évèque,,,,,,,,,,,,,,,
72260,72,Sarthe,Espace Public Numérique,7 Place Henri Coutard 72260 Marolles-les-Braults,02.43.33.50.24,http://www.cc-pays-marollais.com/cyber-base/,,cyber.marolles@mainesaosnois.fr,Utilisez et apprenez l’informatique dans un espace public numérique. Débutant ou initié; vous souhaitez découvrir Internet et les outils multimédia; bénéficier d’un accompagnement pour mener à bien vos démarches ou vos recherches; un animateur saura répon,"DeAd
Co","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",Tarifs 2019 :Abonnement (accès libre aux outils) GratuitImpression : 10 cts noir et blanc ; 50 cts couleur; 5cts le CVAtelier collectif : 1€Atelier individuel : 2€Accompagnement : 1er quart d’heure gratuite puis 2€ le suivantAccompagnement démarches adm,"CondP
G",Jeunes-Adultes-Personnes âgées-Famille/enfant,Tp,,,
72260,72,Sarthe,Le bureau de poste,4 BIS Rue du Général de Gaulle 72260 Marolles-les-Braults,,,,,Démarches administratives en ligne,DeAd,Autonomie,Au,,,,,,,
72260,72,Sarthe,EPN Maine Saosnois - Antenne Marolles,"EPN Maine Saosnois - Antenne de Marolles

7 place Henri-Coutard 72260 MAROLLES LES BRAULTS",02 43 33 50 23 ,www.mainesaosnois.fr/culture/espace-numerique,Emmanuel Collet,cyber.marolles@mainesaonois.fr,"Prise en main du matériel
Prise en main des logiciels de base
Prise en main des logiciels de base
Premiers pas sur internet
Démarches administratives en ligne
Approfondissement logiciels
Approfondissement internet
Culture numérique
","PrMa
PrLo
PrIn
DeAd
ApLo
ApIn
CuNu","Formations collectives
Formations individuelles
Initiations
Accompagnements collectifs
Accompagnements individuels
Autonomie","FoCo
FoIn
In
AcCo
AcIn
Au","Accès Gratuit

Atelier collectif 1€","G
CondP",Tous publics,Tp,Non,17/03/2020,
72270,72,Sarthe,cyber centre du Pays Malicornais,24 BIS Rue Victor Hugo 72270 Malicorne-sur-Sarthe,,http://annuaire.mediation-numerique.fr/epn_58.html,,,"Prise en main du matériel
Prise en main des logiciels de base
Prise en main des logiciels de base
Premiers pas sur internet
Démarches administratives en ligne
Approfondissement logiciels
Approfondissement internet
Culture numérique
","PrMa
PrLo
PrIn
DeAd
ApLo
ApIn
CuNu","Formations collectives
Formations individuelles
Initiations
Accompagnements collectifs
Accompagnements individuels
Autonomie","FoCo
FoIn
In
AcCo
AcIn
Au",,,,,,,
72290,72,Sarthe,Centre Social La Maison des Projets,Rue Pierre Mendès France (Ballon) 72290 Ballon-Saint Mars,,http://www.maisondesprojets.fr/site/,,,"Prise en main du matériel
Prise en main des logiciels de base
Prise en main des logiciels de base
Premiers pas sur internet
Démarches administratives en ligne
Approfondissement logiciels
Approfondissement internet
Culture numérique
","PrMa
PrLo
PrIn
DeAd
ApLo
ApIn
CuNu","Formations collectives
Formations individuelles
Initiations
Accompagnements collectifs
Accompagnements individuels
Autonomie","FoCo
FoIn
In
AcCo
AcIn
Au",,,,,,,
72290,72,Sarthe,Maison de services au public,20 Rue Paul Ilias (Ballon) 72290 Ballon-Saint Mars,,,,,"
Démarches administratives en ligne
Conseils","DeAd
Co","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",,,,,,,
72300,72,Sarthe,Cybercentre,Place Raphaël Elize 72300 Sablé-sur-Sarthe,02 43 62 02 27,https://www.parcoursnumeriques.net/annuaire/cybercentreern-de-sable-sur-sarthe,Communauté de communes de Sablé sur Sarthe,cybercentre@proxiland.fr,"Prise en main du matériel
Prise en main des logiciels de base
Prise en main des logiciels de base
Premiers pas sur internet
Démarches administratives en ligne
Approfondissement logiciels
Approfondissement internet
Culture numérique
","PrMa
PrLo
PrIn
DeAd
ApLo
ApIn
CuNu","Formations collectives
Formations individuelles
Initiations
Accompagnements collectifs
Accompagnements individuels
Autonomie","FoCo
FoIn
In
AcCo
AcIn
Au",Gratuit-Payant-Payant à coût solidaire,"G
P
CondP",Tous publics,Tp,,,
72340,72,Sarthe,Centre social les trèfles,36 Rue Gervais Chevallier 72340 La Chartre-sur-le-Loir,02 43 44 40 97,http://www.lachartresurleloir.fr/wa_files/PLAQUETTE_20CENTRE_20SOCIAL_20JANVIER_202013.pdf,Présidente : Chantal GUILLERM,contact@centresocial-lestrefles.fr,"Prise en main du matériel
Prise en main des logiciels de base
Prise en main des logiciels de base
Premiers pas sur internet
Démarches administratives en ligne
Approfondissement logiciels
Approfondissement internet
Culture numérique
","PrMa
PrLo
PrIn
DeAd
ApLo
ApIn
CuNu","Formations collectives
Formations individuelles
Initiations
Accompagnements collectifs
Accompagnements individuels
Autonomie","FoCo
FoIn
In
AcCo
AcIn
Au",Habitants de la commune,"G
P
CondP",Jeunes-Adultes-Personnes âgées-Famille/enfant,Tp,,,
72340,72,Sarthe,Maison de services au public,Place de l'Hotel de Ville 72340 La Chartre-sur-le-Loir,,,,,"
Démarches administratives en ligne
Conseils","DeAd
Co","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",,,,,,,
72350,72,Sarthe,Relais Service Publics,Place Albert Liebault 72350 Brûlon,02 43 95 51 78,http://www.mairie-brulon.fr/-Maison-de-services-au-public-Msap-,Myriam BRIOT,msap.brulon@orange.fr,"
Démarches administratives en ligne
Conseils","DeAd
Co","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",,,Jeunes-Adultes-Personnes âgées-Famille/enfant,Tp,,,
72350,72,Sarthe,la Mission Locale,1 Place Albert Liebault 72350 Brûlon,,,,le Conciliateur de Justice,"
Démarches administratives en ligne
Conseils","DeAd
Co","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",,,,,,,
72 350,72,Sathe,Espace FRANCE SERVICES,Mairie - 1 Place Albert Liébault - 72350 BRULON,02 43 95 51 78,www.brulon.fr,BRIOT Myriam,msap.brulon@orange.fr,Démarches administratives en ligne,DeAd,"Accompagnements individuels
Autonomie","AcIn
Au",Accès gratuit aux horaires d'ouverture Lundi Mardi Jeudi 9h 12h30 / 14h 17h30 Mercredi Vendredi 9h 12h30,G,Tous publics,Tp,Non,27/02/2020,
72400,72,Sarthe,Cybercentre de La Ferté Bernard,3 Rue du Moulin Tan 72400 La Ferté-Bernard,02 43 93 48 61,https://www.lalaverie.org/spip3.1/spip.php?rubrique1,Communauté de communes de l'Huisne Sarthoise,jurullier@cyber-base.org,"Prise en main du matériel
Prise en main des logiciels de base
Prise en main des logiciels de base
Premiers pas sur internet
Démarches administratives en ligne
Approfondissement logiciels
Approfondissement internet
Culture numérique
","PrMa
PrLo
PrIn
DeAd
ApLo
ApIn
CuNu","Formations collectives
Formations individuelles
Initiations
Accompagnements collectifs
Accompagnements individuels
Autonomie","FoCo
FoIn
In
AcCo
AcIn
Au", Tarifs: Consultations libres :- connexion sans adhésion : 1 € / 45 minAteliers :prix : 2;5 € / atelier,"G
CondP",Jeunes-Adultes-Personnes âgées-Famille/enfant,Tp,,,
72400,72,Sarthe,Maison de l'emploi Sarthe Nord,45 BIS Avenue du Général de Gaulle 72400 La Ferté-Bernard,,,,,"
Démarches administratives en ligne
Conseils","DeAd
Co","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",,,,,,,
72430,72,Sarthe,Le bureau de poste,20 Rue Pasteur 72430 Noyen-sur-Sarthe,,,,,Démarches administratives en ligne,DeAd,Autonomie,Au,,,,,,,
72440,72,Sarthe,Centre Social Bouloire,3 Rue du Collège 72440 Bouloire,,https://annuaire.action-sociale.org/?p=centre-social-720003961&details=caracteristiques,,,"
Démarches administratives en ligne
Conseils","DeAd
Co","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",,,,,,,
72450,72,Sarthe,Centre social Montfort,Place Jacques Moreau 72450 Montfort-le-Gesnois,02 43 76 70 25,http://cslares.fr/index.php/le-centre-social,Mme Christine Marchand (présidente),c,"
Démarches administratives en ligne
Conseils","DeAd
Co","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",,,publics fragilisés/sans emploi,Tp,,,
72460,72,Sarthe,Cybercentre de Savigné L'EvÉque,112 Grande Rue 72460 Savigné l'évèque,02 43 27 29 41,https://www.cc-gesnoisbilurien.fr/culture-loisirs/espaces-publics-numeriques,,cybercentre@cc-gesnoisbilurien.fr,"
Démarches administratives en ligne
Conseils","DeAd
Co","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",Adhésion annuelle de date à date : 5€ pour les résidents de la communauté de communes Le Gesnois Bilurien (15€ pour les personnes ne résidant pas la communauté de communes)Adhésion horaire : 1€ de l’heureAdhésion semaine (uniquement en juillet et en août),CondP,Jeunes-Adultes-Personnes âgées-Famille/enfant,Tp,,,
72470,72,Sarthe,Cyber-base de Champagné,Rue Jacques Guède 72470 Champagné,,http://centreanimationsociale-champagne.fr/activites/cyber-base/,,,"Prise en main du matériel
Prise en main des logiciels de base
Prise en main des logiciels de base
Premiers pas sur internet
Démarches administratives en ligne
Approfondissement logiciels
Approfondissement internet
Culture numérique
","PrMa
PrLo
PrIn
DeAd
ApLo
ApIn
CuNu","Formations collectives
Formations individuelles
Initiations
Accompagnements collectifs
Accompagnements individuels
Autonomie","FoCo
FoIn
In
AcCo
AcIn
Au",,,,,,,
72500,72,Sarthe,Point Information Jeunesse,16 rue du 11 novembre (Château-du-Loir) 72500 Montval-sur-Loir,02 43 79 24 87,https://www.infos-jeunes.fr/carte-du-reseau-information-jeunesse/point-information-jeunesse-chateau-du-loir,,mailto:chateauduloir@ml-sartheloir.fr,"
Démarches administratives en ligne
Conseils","DeAd
Co","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",,CondP,Jeunes-Adultes-Personnes âgées-Famille/enfant,Tp,,,
72500,72,Sarthe,Espace Loir et Bercé,4 Rue de la Bascule (Château-du-Loir) 72500 Montval-sur-Loir,06 29 71 23 35,https://www.loirluceberce.fr/epn,Pierrick Jousse,pierrick.jousse@loirluceberce.fr,"Prise en main du matériel
Prise en main des logiciels de base
Prise en main des logiciels de base
Premiers pas sur internet
Démarches administratives en ligne
Approfondissement logiciels
Approfondissement internet
Culture numérique
","PrMa
PrLo
PrIn
DeAd
ApLo
ApIn
CuNu","Formations collectives
Formations individuelles
Initiations
Accompagnements collectifs
Accompagnements individuels
Autonomie","FoCo
FoIn
In
AcCo
AcIn
Au",Habitants du Loir et Bercé,CondP,Jeunes-Adultes-Personnes âgées-Famille/enfant,Tp,,,
72500,72,Sarthe,PL BPDB,Le Point du Jour 72500 Beaumont-Pied-de-Boeuf,,,,,,,,,,,,,,,
72500,72,Sarthe,PL Dissay,Place de la Mairie 72500 Dissay-sous-Courcillon,,,,,,,,,,,,,,,
72500,72,Sarthe,PL Vouvray,Place Arsène Baussant (Vouvray-sur-Loir) 72500 Montval-sur-Loir,,,,,,,,,,,,,,,
72500,72,Sarthe,Espaces Publics Numériques Loir-Lucé-Bercé,"rue de la Bascule - Château du Loir

72500 Montval sur Loir",06 29 71 23 35 ,www.loirluceberce.Fr,Pierrick JOUSSE,pierrick.jousse@loirluceberce.fr,"
 Prise en main des logiciels de base
Premiers pas sur internet
Culture numérique","PrLo
PrIn
CuNu","Formations collectives
Formations individuelles
Initiations","FoCo
FoIn
In",Abonnement 10€/an,P,Adultes / Familles,Af,Non,17/03/2020,
72510,72,Sarthe,Le bureau de poste,7 Rue de la Poste 72510 Mansigné,,,,,Démarches administratives en ligne,DeAd,Autonomie,Au,,,,,,,
72540,72,Sarthe,Centre d'Accueil Communal de Loué,Rue Ricordeau 72540 Loué,,http://www.cyber-base.org/,,,"
Démarches administratives en ligne
Conseils","DeAd
Co","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",,,,,,,
72600,72,Sarthe,Cybercentre du Saosnois (site de Mamers),1 B Rue Ernest Renan 72600 Mamers,,http://www.cc-saosnois.fr/site/index.php?option=com_content&view=article&id=85&Itemid=116,,,"Prise en main du matériel
Prise en main des logiciels de base
Prise en main des logiciels de base
Premiers pas sur internet
Démarches administratives en ligne
Approfondissement logiciels
Approfondissement internet
Culture numérique
","PrMa
PrLo
PrIn
DeAd
ApLo
ApIn
CuNu","Formations collectives
Formations individuelles
Initiations
Accompagnements collectifs
Accompagnements individuels
Autonomie","FoCo
FoIn
In
AcCo
AcIn
Au",,,,,,,
72600,72,Sarthe,Mission Locale Nord Sarthe - Cyber-base emploi,Place Carnot 72600 Mamers,,,,,"
Démarches administratives en ligne
Conseils","DeAd
Co","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",,,,,,,
72600,72,Sarthe,EPN Maine Saosnois - Antenne Mamers,"Antenne de Mamers

22 Bd Victor Hugo

72600 Mamers",02 53 63 93 21 ,www.mainesaosnois.fr/culture/espace-numerique,Flore HUET,cyber.mamers@mainesaonois.fr,"Prise en main du matériel
Prise en main des logiciels de base
Prise en main des logiciels de base
Premiers pas sur internet
Démarches administratives en ligne
Approfondissement logiciels
Approfondissement internet
Culture numérique
","PrMa
PrLo
PrIn
DeAd
ApLo
ApIn
CuNu","Formations collectives
Formations individuelles
Initiations
Accompagnements collectifs
Accompagnements individuels
Autonomie","FoCo
FoIn
In
AcCo
AcIn
Au","Accès gratuit

Atelier collectif 1€","G
CondP",Tous publics,Tp,Non,17/03/2020,
72610,72,Sarthe,Centre Social - Oisseau le petit,15 Rue des Champs Roux 72610 Oisseau-le-Petit,,http://centre-social-oisseau.fr/,,,"Prise en main du matériel
Prise en main des logiciels de base
Prise en main des logiciels de base
Premiers pas sur internet
Démarches administratives en ligne
Approfondissement logiciels
Approfondissement internet
Culture numérique
","PrMa
PrLo
PrIn
DeAd
ApLo
ApIn
CuNu","Formations collectives
Formations individuelles
Initiations
Accompagnements collectifs
Accompagnements individuels
Autonomie","FoCo
FoIn
In
AcCo
AcIn
Au",,,,,,,
72700,72,Sarthe,PAIO - Rives de Sarthe – Le Cube,12 Rue Georges Bizet 72700 Allonnes/Rue Jean Behra72700 Allonnes,02 85 29 75 49,http://www.allonnes.fr/a-vivre/lemploi/le-cube,,,"Prise en main du matériel
Prise en main des logiciels de base
Prise en main des logiciels de base
Premiers pas sur internet
Démarches administratives en ligne
Approfondissement logiciels
Approfondissement internet
Culture numérique
","PrMa
PrLo
PrIn
DeAd
ApLo
ApIn
CuNu","Formations collectives
Formations individuelles
Initiations
Accompagnements collectifs
Accompagnements individuels
Autonomie","FoCo
FoIn
In
AcCo
AcIn
Au",Habitants Allonnes,CondP,Jeunes-Adultes-Personnes âgées-Famille/enfant,Tp,,,
72700,72,Sarthe,Cyber@spay,12 Rue édouard Moriceau 72700 Spay,,https://www.spay.fr/cyberspay/,,,"Prise en main du matériel
Prise en main des logiciels de base
Prise en main des logiciels de base
Premiers pas sur internet
Démarches administratives en ligne
Approfondissement logiciels
Approfondissement internet
Culture numérique
","PrMa
PrLo
PrIn
DeAd
ApLo
ApIn
CuNu","Formations collectives
Formations individuelles
Initiations
Accompagnements collectifs
Accompagnements individuels
Autonomie","FoCo
FoIn
In
AcCo
AcIn
Au",,,,,,,
72800,72,Sarthe,La Communauté de Communes Sud Sarthe,5 Rue des Écoles; 72800 Aubigné-Racan,02 85 29 12 00,https://www.comcomsudsarthe.fr/la-cc-sud-sarthe,PrésidentM. François BOUSSARD,accueil@comcomsudsarthe.fr,"Prise en main du matériel
Prise en main des logiciels de base
Prise en main des logiciels de base
Premiers pas sur internet
Démarches administratives en ligne
Approfondissement logiciels
Approfondissement internet
Culture numérique
","PrMa
PrLo
PrIn
DeAd
ApLo
ApIn
CuNu","Formations collectives
Formations individuelles
Initiations
Accompagnements collectifs
Accompagnements individuels
Autonomie","FoCo
FoIn
In
AcCo
AcIn
Au",,,Tout public,Tp,,,
72800,72,Sarthe,Cybercentre du Pays du Loire,Allée de l'Ancienne Gare 72800 Le Lude,,https://www.comcomsudsarthe.fr/numerique,,,"Prise en main du matériel
Prise en main des logiciels de base
Prise en main des logiciels de base
Premiers pas sur internet
Démarches administratives en ligne
Approfondissement logiciels
Approfondissement internet
Culture numérique
","PrMa
PrLo
PrIn
DeAd
ApLo
ApIn
CuNu","Formations collectives
Formations individuelles
Initiations
Accompagnements collectifs
Accompagnements individuels
Autonomie","FoCo
FoIn
In
AcCo
AcIn
Au",,,,,,,
72800,72,Sarthe,Maison de services au public de Le Lude,28 Place Neuve 72800 Le Lude,02 85 29 07 11,https://www.maisondeservicesaupublic.fr/content/espace-intercommunal-des-services,,,"
Démarches administratives en ligne
Conseils","DeAd
Co","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",,,,,,,
85000,85,Vendée,Espace Public Numérique de la Roche sur Yon,86 Rue Jean Launois 85000 La Roche-sur-Yon,,,,,"Prise en main du matériel
Prise en main des logiciels de base
Prise en main des logiciels de base
Premiers pas sur internet
Démarches administratives en ligne
Approfondissement logiciels
Approfondissement internet
Culture numérique
","PrMa
PrLo
PrIn
DeAd
ApLo
ApIn
CuNu","Formations collectives
Formations individuelles
Initiations
Accompagnements collectifs
Accompagnements individuels
Autonomie","FoCo
FoIn
In
AcCo
AcIn
Au",,,,,,,
85100,85,Vendée,Espace Multimédia,Rue de Verdun 85100 Les Sables-d'Olonne,,,,,"Prise en main du matériel
Prise en main des logiciels de base
Prise en main des logiciels de base
Premiers pas sur internet
Démarches administratives en ligne
Approfondissement logiciels
Approfondissement internet
Culture numérique
","PrMa
PrLo
PrIn
DeAd
ApLo
ApIn
CuNu","Formations collectives
Formations individuelles
Initiations
Accompagnements collectifs
Accompagnements individuels
Autonomie","FoCo
FoIn
In
AcCo
AcIn
Au",,,,,,,
85120,85,Vendée,Espace Multimédia Louis Blanchet,Rue Augustin de Hargues 85120 La Tardière,02 51 69 61 10,http://tardiere.free.fr/,,,"Prise en main du matériel
Prise en main des logiciels de base
Prise en main des logiciels de base
Premiers pas sur internet
Démarches administratives en ligne
Approfondissement logiciels
Approfondissement internet
Culture numérique
","PrMa
PrLo
PrIn
DeAd
ApLo
ApIn
CuNu","Formations collectives
Formations individuelles
Initiations
Accompagnements collectifs
Accompagnements individuels
Autonomie","FoCo
FoIn
In
AcCo
AcIn
Au",,,,,,,
