,departement,dep_nom,Nom lieu,Adresse postale,Numero de téléphone,Site Web,Nom Prenom du référent,Mail contact,Activites proposees,Activites-codes,Initions et/ou formations proposées,Formations-codes,Conditions d'acces,acces-codes,Public,publics-codes,APTIC,Date de mise a jour,URL illustration / Logo
44720,44,Loire-Atlantique,Bibliothèque Louise Michel,77 Rue Joliot Curie 44720 Saint-Joachim,02 40 61 69 22,http://stjoachim.opac3d.fr,NR,NR,Espace de lecture et d'accès numérique.,LeAc-CuNu,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,gratuit,G,NR,NR,NR,,
44720,44,Loire-Atlantique,Start'Air Jeunes Saint-Joachim,Ile de Brecun 44720 Saint-Joachim,02 40 88 4 2 31,https://www.saint-joachim.fr/articles/association-start-air,NR,NR,Démarches administratives en ligneConseils,DeAd-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,Habitant de Saint-Joachim,CondP,Tous publics,Tp,NR,,
44730,44,Loire-Atlantique,Médiathèque Lettres de mon Moulin,22 BIS Rue du Redois 44730 Saint-Michel-Chef-Chef,02 40 27 86 30,http://www.stmichelchefchef.fr/mediatheque,NR,NR,Espace de lecture et d'accès numérique.,LeAc-CuNu,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,gratuit,G,NR,NR,NR,,
44740,44,Loire-Atlantique,Médiathèque de Batz-sur-Mer,11 Rue de la Plage 44740 Batz-sur-Mer,02 40 23 89 51,http://www.mediatheque.batzsurmer.fr,NR,NR,Espace de lecture et d'accès numérique.,LeAc-CuNu,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,gratuit,G,NR,NR,NR,,
44750,44,Loire-Atlantique,Médiathèque de Campbon,Rue Saint-Victor 44750 Campbon,02 28 01 83 10,http://www.mediatheques.estuaire-sillon.fr/campbon,NR,NR,Espace de lecture et d'accès numérique.,LeAc-CuNu,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,gratuit,G,NR,NR,NR,,
44750,44,Loire-Atlantique,Médiathèque de Quilly,Rue de la Mairie 44750 Quilly,09 70 21 08 89,http://www.mediatheques.estuaire-sillon.fr/quilly,NR,NR,Espace de lecture et d'accès numérique.,LeAc-CuNu,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,gratuit,G,NR,NR,NR,,
44760,44,Loire-Atlantique,Bibliothèque municipale Raymond Devos,Rue des Lutins 44760 Les Moutiers-en-Retz,02 40 82 75 77,https://www.mairie-lesmoutiersenretz.fr/la-bibliotheque/,NR,NR,Espace de lecture et d'accès numérique.,LeAc-CuNu,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,NR,NR,NR,NR,NR,,
44780,44,Loire-Atlantique,Bibliothèque de Missillac,4 Rue Fontaine Saint-Jean 44780 Missillac,02 40 19 32 31,http://www.cc-paysdepontchateau.fr/contacts/bibliotheque-de-missillac-2,NR,NR,Espace de lecture et d'accès numérique.,LeAc-CuNu,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,gratuit,G,NR,NR,NR,,
44800,44,Loire-Atlantique,Maison de l'emploi Saint Herblain Sillon,5 BIS Avenue de l'Angevinière 44800 Saint-Herblain,02 40 85 66 66,https://www.me-metropole-nantaise.org/,NR,NR,Démarches administratives en ligneConseils,DeAd-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,NR,NR,NR,NR,NR,,
44800,44,Loire-Atlantique,Service de la vie associative et de l’action socioculturelle, 11 rue de Dijon44800 Saint-Herblain,02 28 25 22 90,https://www.saint-herblain.fr/Services-et-demarches/Associations-et-festivites/Initiation-au-numerique-dans-les-cybercentres,NR,cybercentres@saint-herblain.fr,Prise en main du matérielPrise en main des logiciels de basePremiers pas sur internetDémarches administratives en ligneApprofondissement logicielsApprofondissement internetCulture numériqueConseils,PrMa-PrLo-PrIn-DeAd-ApLo-ApIn-CuNu-Co,InitiationsFormation individuellesFormations collectivesAccompagnements collectifsAccompagnements individuelsAutonomie,FoCo-FoIn-In-AcCo-AcIn-Au,gratuit,G,Jeunes-Adultes-Personnes âgées-Famille/enfant,Tp,NR,05/02/2020,
44850,44,Loire-Atlantique,Bibliothèque Saint Exupery,40 Rue de Vieillevigne 44850 Ligné,02 51 12 26 11,http://bibliofil.pays-ancenis.fr/,NR,NR,Espace de lecture et d'accès numérique.,LeAc-CuNu,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,gratuit,G,NR,NR,NR,,
44850,44,Loire-Atlantique,Médiathèque Claire Brété cher,62 Rue de Bel-Air 44850 Le Cellier,02 40 25 44 82,http://bibliofil.pays-ancenis.fr/,NR,NR,Espace de lecture et d'accès numérique.,LeAc-CuNu,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,gratuit,G,NR,NR,NR,,
44300,44,Loire-Atlantique,Projets Solidaires Dans La Cité ,CSC du Port Boyer - 7 rue de Pornichet - 44300 Nantes ,07 68 98 21 02 ,NR,METILLON Victor ,victor.metillon@wanadoo.fr ,  Prise en main du matériel  Prise en main des logiciels de base  Premiers pas sur internet  Démarches administratives en ligne Culture numérique,PrMa-PrLo-PrIn-DeAd-CuNu, Initiations Accompagnements individuels Autonomie,In-AcIn-Au,    Gratuit    APTIC,G-A,Tous publics,Tp,Oui,,https://www.francebenevolat.org/sites/default/files/thumbnails/t_5f6aa3feeb848687147981.jpg 
49 150,49,Maine-et-Loire,Centre Social Espace Baugeois,Square du Pont des Fées 49150 Baugé-en-Anjou,02 41 89 84 00,https://espacebaugeois.org ,Morin Laurent,cybercentre@espacebaugeois.org,Prise en main du matérielPrise en main des logiciels de basePrise en main des logiciels de basePremiers pas sur internetDémarches administratives en ligneApprofondissement logicielsApprofondissement internetCulture numérique,PrMa-PrLo-PrIn-DeAd-ApLo-ApIn-CuNu,Formations collectivesFormations individuellesInitiationsAccompagnements collectifsAccompagnements individuelsAutonomie,FoCo-FoIn-In-AcCo-AcIn-Au,Adhésion familiale de 3€  obligatoire au Centre social dès la 2ème visite  valable du 1er septembre au 31 août (année scolaire).Accès au Cybercentre :- Utilisation gratuite pour toute démarche de recherches d'emploi (hors impression) ;- Utilisation gratuite pour toute démarche de recherches d'emploi (hors impression) ;- Sans abonnement  le tarif horaire est d'1 5 €/heure pour l'accès libre aux postes  accompagnement individuel  conseils;- Avec abonnement à 18 € (9 € au 1er février)  l'accès libre devient illimité sur l'année ;- Avec abonnement de 27 € (14 € au 1er février)  l'accès libre et le nombre de participation aux ateliers sont illimités sur l'année ;- Pas de tarif unique pour la seule participation aux ateliers.- Impressions en supplément à partir de 5 centimes par page en noir.,CondP,NR,NR,Non,27/02/2020,
49 630,49,Maine-et-Loire,Centre Socio-culturel des moulins /Médiathèque Bouquins Passion,Impasse Jules Frémont 49630 Corné - Loire-Authion,07 83 98 18 5402 41 80 32 14,www.aicla.frhttp://mediatheques-loire-authion.fr/?id_profil=40,CADI Maxime,vlan@aicla.frmediatheque-bouquinspassion@loire-authion.fr,Prise en main du matérielPrise en main des logiciels de basePrise en main des logiciels de basePremiers pas sur internetDémarches administratives en ligneApprofondissement logicielsApprofondissement internetCulture numérique,PrMa-PrLo-PrIn-DeAd-ApLo-ApIn-CuNu,Formations collectivesFormations individuellesInitiationsAccompagnements collectifsAccompagnements individuelsAutonomie,FoCo-FoIn-In-AcCo-AcIn-Au,Initiations / Formations :Adhésion obligatoire :15€/an/familles de Loire-Authion20€/an/familles hors Loire-Authion30€/an pour les associations (avec une liste des membres actifs ou bénéficiaires).10€/an/individuel pour les + 60 ansTarif Activité  se renseigner auprès de l'animateur.,G-CondP,Tous publics,Tp,Demande d'éligibilité en cours,27/02/2020,
49000,49,Maine-Et-Loire,Association Sciences&Bidouilles,125 Rue de La Chalouere Tiers Lieux PAI-PAI 49000 Angers,06 26 86 88 62,https://www.assopaipai.org/etablissement/122/salle/salle-numerique-122,CELDRAN Thierry,tceldran@free.fr,Prise en main du matérielPrise en main des logiciels de basePremiers pas sur internetDémarches administratives en ligneCulture numériqueCulture FabLab,PrMa-PrLo-PrIn-DeAd-ApLo-ApIn-CuNu,Formations collectivesFormations individuellesInitiationsAccompagnements collectifsAccompagnements individuelsAutonomie,FoIn-FoCo-In-AcIn-AcCo-Au,GratuitPayantCondP,G-P-CondP-A,Tous publics,Tp,Oui,05/05/2020,
49000,49,Maine-et-Loire,CCAS d'Écouflant,Place de la mairie 49000 Écouflant,02 41 41 10 0006 34 92 49 11,https://www.ecouflant.fr/accompagnement-numerique/,NC,ccas@ecouflant.fr,Prise en main du matériel Prise en main des logiciels de base Premiers pas sur internet Culture numérique  Démarches administratives en ligne,PrMa--PrLo--PrIn--DeAd--CuNu,Accompagnements individuels Accompagnements collectifs Initiations,AcCo- AcIn- In,Gratuit,G,Adultes / Familles,Af,Non,,
49000,49,Maine-et-Loire,Espace multimédia - Centre J. Tati,5 Rue Eugénie Mansion 49000 Angers,02 41 48 51 90 ,NR,NR,NR,Prise en main du matérielPrise en main des logiciels de basePremiers pas sur internetDémarches administratives en ligneApprofondissement logicielsApprofondissement internetCulture numériqueConseils,PrMa-PrLo-PrIn-DeAd-ApLo-ApIn-CuNu-Co,InitiationsFormation individuellesFormations collectivesAccompagnements collectifsAccompagnements individuelsAutonomie,FoCo-FoIn-In-AcCo-AcIn-Au,NR,NR,NR,NR,NR,,
49070,49,Maine-et-Loire,Beaucouzé Net,Rue du Prieuré 49070 Beaucouzé,06 09 50 58 13,https://beaucouze-net.jimdofree.com/,NC,https://beaucouze-net.jimdofree.com/l-association-beaucouz%C3%A9-net/contact-et-localisation/,Prise en main du matériel Prise en main des logiciels de base Premiers pas sur internet  Approndissement logiciels Appronfondissement internet,PrMa--PrLo--PrIn--ApLo--ApIn,Accompagnements collectifs Initiations,AcCo- In,Gratuit,G,Séniors Tout public,Tp- S,Non,,
49070,49,Maine-et-Loire,Bibliothèque municipales et centre de documentation,Rue Felix Pauger 49070 Saint Lambert de la Potherie,02 41 77 56 19,latulu.c3rb.org,NC,biblio.stlambertlapotherie@laposte.net,Lecture & activités,LeAc,Autonomie,Au,Gratuit,G,Tout public,Tp,Non,,
49070,49,Maine-et-Loire,CCAS Saint-Lambert-de-la-Potherie,4 Rue Félix Pauger 49070 Saint-Lambert-la-Potherie,02 41 77 55 06,https://www.saintlambertlapotherie.fr/services-aux-habitants/solidarite-et-sante/centre-communale-daction-sociale-ccas/,NC,ccas@saintlambertlapotherie.fr,Prise en main du matériel Prise en main des logiciels de base Premiers pas sur internet Démarches administratives en ligne,PrMa--PrLo--PrIn--DeAd,Autonomie  Initiations,Au- In,Gratuit,G,Tout public,Tp,Non,,
49070,49,Maine-et-Loire,Mairie de Saint Lambert-de-la-Potherie,4 Rue Félix Pauger 49070 Saint-Lambert-la-Potherie,02 41 77 76 72,https://www.saintlambertlapotherie.fr/,NC,NC,Démarches administratives en ligne,DeAd,Autonomie,Au,Gratuit,G,Tout public,Tp,Non,,
49070,49,Maine-et-Loire,Médiathèque Anita Conti,Rue du Grand Pin 49070 Beaucouzé,02 41 48 05 35,http://www.mediatheque-beaucouze.fr/,NC,mediatheque@beaucouze.fr,Lecture & activités,LeAc,Autonomie,Au,Gratuit,G,Tout public,Tp,Non,,
49070,49,Maine-et-Loire,Mission Jeunesse Aînés,1 Chemin de la Houssaye 49070 Beaucouzé,02 41 72 81 89,http://www.beaucouze.fr/services-aux-habitants/education-jeunesse/mission-jeunesse-aines/,NC,mja@beaucouze.fr,Prise en main du matériel Prise en main des logiciels de base Premiers pas sur internet  Approndissement logiciels Appronfondissement internet,PrMa--PrLo--PrIn--ApLo--ApIn,Accompagnements individuels Accompagnements collectifs Initiations,AcCo- AcIn- In,Gratuit,G,Seniors,S,Non,,
49078,49,Maine-et-Loire,Commune nouvelle de Brissac Loire Aubance,Salle des associations 49078 Charcé,02 41 91 74 00,https://www.brissacloireaubance.fr/ateliers-numeriques-2/,Sophie MARATIER,ateliersnumeriques@brissacloireaubance.fr,Prise en main du matériel Prise en main des logiciels de base Premiers pas sur internet Démarches administratives en ligne,PrMa--PrLo--PrIn--DeAd,Accompagnements individuels Accompagnements collectifs Initiations,AcCo- AcIn- In,Gratuit,G,Tout public,Tp,Non,,
49080,49,Maine-et-Loire,Bouchemaine Multi Loisirs (BML),3 Rue Chevrière 49080 Bouchemaine,06 71 01 66 54,https://www.bml49.fr,NC,https://www.bml49.fr/contact/contacter-l-association.html,Prise en main du matériel Prise en main des logiciels de base Premiers pas sur internet  Approndissement logiciels Appronfondissement internet,PrMa--PrLo--PrIn--ApLo--ApIn,Formations collectives,FoCo,Adhesion Payant,P,Tout public,Tp,Non,,
49080,49,Maine-et-Loire,Les Boîtes à Culture,2 Place de l'abbé Thomas 49080 Bouchemaine,02 41 22 20 05,http://pbouchemaine.gminvent.fr/,NC,mediatheque@ville-bouchemaine.fr,Lecture & activités,LeAc,Autonomie,Au,Gratuit,G,Tout public,Tp,Non,,
49080,49,Maine-et-Loire,Mairie de Bouchemaine,5 Quai de la Noé 49080 Bouchemaine,02 41 22 20 00,http://www.ville-bouchemaine.fr/,NC,NC,Démarches administratives en ligne,DeAd,Autonomie,Au,Gratuit,G,Tout public,Tp,Non,,
49080,49,Maine-et-Loire,Médiathèque de Bouchemaine,2 Place de l'Abbé Thomas 49080 Bouchemaine,02 41 22 20 05,http://www.mediatheque-bouchemaine.fr/index.php/loffre-numerique,NR,mediatheque@ville-bouchemaine.fr,Lecture & activités,LeAc-CuNu,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,NR,NR,NR,NR,NR,,
49100,49,Maine-et-Loire,Association des Foyers Angevins de Jeunes Travailleurs,7 Rue de Haarlem 49100 Angers,02 41 43 70 90,NR,NR,rjtmonplaisir@wanadoo.fr,Prise en main du matérielPrise en main des logiciels de basePremiers pas sur internetDémarches administratives en ligneApprofondissement logicielsApprofondissement internetCulture numériqueConseils,PrMa-PrLo-PrIn-DeAd-ApLo-ApIn-CuNu-Co,InitiationsFormation individuellesFormations collectivesAccompagnements collectifsAccompagnements individuelsAutonomie,FoCo-FoIn-In-AcCo-AcIn-Au,NR,NR,NR,NR,NR,,
49100,49,Maine-et-Loire,Bibliothèque de Saint Aubin sur Luigné,Rue Jean de Pontoise 49100 Luigné,02 41 66 31 94,http://www.bibliotheque-1001pages.fr/,NC,bibliotheque.staubin@valdulayon.fr,Lecture & activités,LeAc,Autonomie,Au,Gratuit,G,Tout public,Tp,Non,,
49100,49,Maine-et-Loire,Espace Multimédia La Claverie,Rue de Bourgogne 49100 Angers,02 41 93 16 85 ,NR,NR,NR,Prise en main du matérielPrise en main des logiciels de basePremiers pas sur internetDémarches administratives en ligneApprofondissement logicielsApprofondissement internetCulture numériqueConseils,PrMa-PrLo-PrIn-DeAd-ApLo-ApIn-CuNu-Co,InitiationsFormation individuellesFormations collectivesAccompagnements collectifsAccompagnements individuelsAutonomie,FoCo-FoIn-In-AcCo-AcIn-Au,NR,NR,NR,NR,NR,,
49110,49,Maine-et-Loire,Pôle social-Emploi,17 rue Saint-Nicolas 49110 Montrevault,02 41 30 06 32,https://www.montrevaultsurevre.fr/solidarites-sante/pole-social-emploi/,NC,espace-emploi@montrevaultsurevre.fr,Démarches administratives ,DeAd,Autonomie  Accompagnements individuels,AcIn- Au,Gratuit,G,Adultes / Familles,Af,Non,,
49120,49,Maine-et-Loire,Centre Social du Chemillois / France Service ,5 Rue de la Gabardière 49120 Chemillé,02 41 30 50 55,https://bocal.csc49.fr/,Yvan GODREAU,infos@centresocial-chemille.asso.fr,Prise en main du matériel Prise en main des logiciels de base Premiers pas sur internet  Approfondissement logiciels Approfondissement internet Démarches administratives en ligne,PrMa--PrLo--PrIn--DeAd--ApLo--ApIn,Echange de savoirs Accompagnements individuels Accompagnements collectifsFormations individuelles Formations collectives  Initiations Autonomie,AcCo- AcIn- In- Au- EcSa,AdhesionGratuit-Payant,,Tout public,Tp,Non,,
49120,49,Maine-et-Loire,Médiathèque Victor Hugo,5 Rue du Petit Bourg 49120 Chemillé-en-Anjou,02 41 29 03 05,https://www.bibliothequeschemilleenanjou.net/,NC,reseaulecturepublique@chemille-en-anjou.fr,Lecture & activités,LeAc,Autonomie,Au,Gratuit,G,Tout public,Tp,Non,,
49123,49,Maine-et-Loire,Maison de services au public (MSAP) - Ingrandes ,6 Rue Michel 49123 Ingrandes-Le Fresne sur Loire,02 41 22 05 08,https://www.maisondeservicesaupublic.fr/content/ingrandes-bureau-de-poste,NR, msap.ingrandes@laposte.fr,Démarches administratives en ligneConseils,DeAd-Co,Accompagnements individuelsAutonomie,AcIn-Au,Gratuit,G,Tout public,Tp,Non,,
49124,49,Maine-et-Loire,Médiathèque de La Ranloue,Mail Georges Sand 49124 Saint Barthélémy-d'Anjou,02 41 93 35 30,https://stbarthelemy.bibli.fr/index.php?database=stbartha,NC,mediatheque@ville-stbarth.fr,Prise en main du matériel Prise en main des logiciels de base Premiers pas sur internet Culture numérique  Lecture & activités,PrMa--PrLo--PrIn--CuNu--LeAc,Initiations Autonomie,In- Au,Gratuit,G,Tout public,Tp,Non,,
49125,49,Maine-et-Loire,Mairie de Cheffes,3 Square René Goujon 49125 Cheffes,02 41 42 61 41,https://cheffes.fr/,NC,NC,Démarches administratives en ligne,DeAd,Autonomie,Au,Gratuit,G,Tout public,Tp,Non,,
49130,49,Maine-et-Loire,Le Trait d'Union / Espace Social et Jeunesse,45 Rue Abel Boutin-Desvignes 49130 Les Ponts-de-Cé,02 41 79 75 72,https://www.lespontsdece.fr/services-demarches/enfant-jeunesse/jeunesse/point-information-jeunesse,NC,pij@ville-lespontsdece.fr,Premiers pas sur internet,PrIn,Autonomie,Au,Gratuit,G,Tout Public,Tp,Non,,
49140,49,Maine-et-Loire,Bibliothèque Croq'Livres,5 rue St Jacques - 49140 Bauné - Loire-Authion,07 83 98 18 5402 41 44 02 30,www.aicla.fr http://mediatheques-loire-authion.fr/?id_profil=38,CADI Maxime,vlan@aicla.frcroqlivres.baune@gmail.com,Prise en main du matérielPrise en main des logiciels de basePrise en main des logiciels de basePremiers pas sur internetDémarches administratives en ligneApprofondissement logicielsApprofondissement internetCulture numérique Lecture & activités,PrMa-PrLo-PrIn-DeAd-ApLo-ApIn-CuNu-LeAc,Formations collectivesFormations individuellesInitiationsAccompagnements collectifsAccompagnements individuelsAutonomie,FoCo-FoIn-In-AcCo-AcIn-Au,Initiations / Formations :Adhésion obligatoire :15€/an/familles de Loire-Authion20€/an/familles hors Loire-Authion30€/an pour les associations (avec une liste des membres actifs ou bénéficiaires).10€/an/individuel pour les + 60 ansTarif Activité  se renseigner auprès de l'animateur.,P-CondP,Tous publics,Tp,Demande d'éligibilité en cours,27/02/2029,
49140,49,Maine-et-Loire,MSAP de Seiches-sur-le-Loir,14bis rue Henri Régnier 49140 Seiches-sur-le Loir,02 41 27 23 75,NC,NC,mspseiches@ccals.fr,Démarches administratives en ligne,DeAd,Accompagnements individuels Accompagnements collectifs Autonomie,AcCo- AcIn- Au,Gratuit,G,Tout public,Tp,Non,,
49150,49,Maine-et-Loire,Maison de services au public (MSAP) Baugé-en-Anjou,15 Avenue Legoulz de la Boulaie 49150 Baugé-en-Anjou,02 41 82 77 52 ,https://www.maisondeservicesaupublic.fr/content/bauge-en-anjou,NR,msp@baugeenanjou.fr,Démarches administratives ,DeAd,Accompagnements individuelsAutonomie,AcIn-Au,NR,NR,NR,NR,NR,,
49160,49,Maine-et-Loire,Association VIVRE CHEZ SOI,9 Avenue des Tilleuls 49160 Longué-Jumelles,09 84 05 29 54,www.vivrechezsoi.net,NC,accueil@vivrechezsoi.net,Prise en main du matériel Prise en main des logiciels de base Premiers pas sur internet  Démarches administratives en ligne,PrMa--PrLo--PrIn--DeAd,Accompagnements collectifs,AcCo,Gratuit,G,Seniors,S,Non,,
49160,49,Maine-et-Loire,Cybercentre de Longué,Place Général Leclerc 49160 Longué-Jumelles,02 41 53 79 38,http://www.bibliotheques.agglo-saumur.fr/index.php?option=com_content&view=article&id=2898:cybercentres-loire-longue&catid=114:cybercentres&Itemid=164,NC,pole.multimedia@agglo-saumur.fr,Prise en main du matériel Prise en main des logiciels de base Premiers pas sur internet  Approfondissement logiciels Approfondissement internet,PrMa-PrLo-PrIn-ApLo-ApIn,Autonomie  Initiations,In- Au,Gratuit,G,Tout public,Tp,Non,,
49170,49,Maine-et-Loire,Bibliothèque municipale Ouest-Anjou,Place du Cèdre 49170 Saint-Augustin-des-Bois,02 41 19 51 04,http://www.bibliotheques-ouest-anjou.net,NC,bibliotheque-st-augustin@orange.fr,Lecture & activités,LeAc,Autonomie,Au,Gratuit,G,Tout public,Tp,Non,,
49170,49,Maine-et-Loire,CSI L'Atelier,5 Rue de Savennières 49170 Saint-Georges-sur-Loire,02 41 39 17 11,http://csi-latelier.fr,NC,contact@csi-latelier.fr,Prise en main du matériel Prise en main des logiciels de base Premiers pas sur internet  Approfondissement logiciels Approfondissement internet Culture numérique  Démarches administratives en ligne,PrMa--PrLo--PrIn--DeAd--ApLo--ApIn--CuNu,Accompagnements collectifs Accompagnements individuels Initiations  Autonomie,AcCo- AcIn- In- Au,Adhesion,,Tout public,Tp,Non,,
49170,49,Maine-et-Loire,Médiathèque du Ponton,10 Rue Landeronde 49170 La Possonière,02 41 35 07 41,https://www.la-possonniere.fr/la-possonniere-au-quotidien/mediatheque/,NC,mediatheque@la-possonniere.fr,Lecture & activités,LeAc,Autonomie,Au,Gratuit,G,Tout public,Tp,Non,,
49190,49,Maine-et-Loire,Bibliothèque municipale de Denée,9 Rue du Colonel 49190 Denée,02 41 78 3 84,http://1001pages.c3rb.org/,NC,bibliotheque@mairie-denee.fr,Lecture & activités,LeAc,Autonomie,Au,Gratuit,G,Tout public,Tp,Non,,
